APP_NAME,RATING,CATEGORY,RATING_COUNT,INSTALLS,MIN_INSTALLS,MAX_INSTALLS,FREE,PRICE,CURRENCY,SIZE,CONTENT_RATING,AD_SUPPORTED,IN_APP_PURCHASES
Google Translate,4.4306126,Tools,8301733,"1,000,000,000+",1000000000,1105968973,true,0,USD,Varies with device,Everyone,false,false
