APP_NAME,RATING,CATEGORY,RATING_COUNT,INSTALLS,MIN_INSTALLS,MAX_INSTALLS,FREE,PRICE,CURRENCY,SIZE,CONTENT_RATING,AD_SUPPORTED,IN_APP_PURCHASES
Battery Run,4.1009173,Action,5276,"5,000,000+",5000000,5006395,true,0,USD,89M,Everyone,true,false
