CATEGORY_Game,CATEGORY_Non Game,FREE,AD_SUPPORTED,INSTALLS_GROUP,PRICEBAND,SIZEBAND,IN_APP_PURCHASES,DAYS_SINCE_UPDATE_RANGE,REVIEW_COUNT,RATING_COUNT
1.0,0.0,1,1,1,0,4,1,1,492.0,6544
1.0,0.0,1,1,1,0,4,1,2,1099.0,60477
1.0,0.0,1,1,1,0,2,1,4,12.0,688
0.0,1.0,1,0,0,0,2,0,0,80.0,234
1.0,0.0,1,1,1,0,3,1,3,85.0,4112
0.0,1.0,1,1,0,0,0,0,4,334.0,3535
0.0,1.0,0,0,0,1,0,0,5,5.0,52
1.0,0.0,1,1,0,0,3,0,2,2.0,101
0.0,1.0,1,1,0,0,1,1,3,4.0,29
1.0,0.0,1,1,0,0,2,0,0,5.0,62
0.0,1.0,1,1,0,0,1,0,5,20.0,652
1.0,0.0,1,1,0,0,3,1,1,362.0,4021
1.0,0.0,1,1,1,0,2,0,2,63.0,8244
0.0,1.0,1,0,0,0,0,0,4,13.0,172
1.0,0.0,1,1,1,0,4,0,2,52.0,5690
0.0,1.0,1,0,0,0,4,1,2,34.0,144
0.0,1.0,1,0,0,0,2,1,5,10.0,16
0.0,1.0,1,0,0,0,4,1,1,34.0,8708
0.0,1.0,1,0,0,0,2,1,0,968.0,6841
0.0,1.0,0,0,0,1,2,0,1,6.0,36
1.0,0.0,1,0,1,0,4,1,2,13318.0,690644
1.0,0.0,0,0,0,2,1,0,5,21.0,138
0.0,1.0,1,0,1,0,4,1,0,21.0,17267
1.0,0.0,1,1,1,0,4,1,3,2670.0,122553
0.0,1.0,1,1,0,0,2,0,2,4.0,1411
0.0,1.0,1,0,0,0,0,1,3,5.0,70
1.0,0.0,1,1,1,0,4,0,2,313.0,16574
1.0,0.0,1,1,0,0,4,1,1,80.0,337
1.0,0.0,1,1,0,0,1,0,4,383.0,5403
1.0,0.0,1,1,1,0,2,0,4,126.0,16756
0.0,1.0,0,0,0,1,2,0,4,5.0,21
0.0,1.0,1,1,0,0,1,0,3,5.0,1093
0.0,1.0,1,0,0,0,1,1,2,117.0,978
1.0,0.0,1,1,1,0,4,1,2,304.0,10912
1.0,0.0,1,1,1,0,2,1,2,9271.0,165070
1.0,0.0,1,1,0,0,2,0,2,1812.0,6470
0.0,1.0,1,0,0,0,1,1,3,292.0,2562
1.0,0.0,1,1,1,0,2,1,0,1201.0,7676
1.0,0.0,1,0,0,0,4,1,2,231.0,834
1.0,0.0,1,1,0,0,4,1,2,186.0,3162
1.0,0.0,1,1,1,0,3,0,0,854.0,13758
0.0,1.0,1,1,0,0,0,1,3,31.0,1035
0.0,1.0,1,1,0,0,1,1,1,41.0,3778
0.0,1.0,1,1,0,0,0,0,5,15.0,1656
1.0,0.0,1,1,1,0,3,1,2,4548.0,106596
1.0,0.0,1,1,1,0,4,1,2,106.0,9363
0.0,1.0,1,0,0,0,1,1,3,38.0,285
0.0,1.0,1,0,0,0,0,1,4,14.0,198
0.0,1.0,0,0,0,2,0,0,3,53.0,152
0.0,1.0,1,1,0,0,0,0,5,256.0,11311
0.0,1.0,1,1,0,0,1,0,2,4.0,268
0.0,1.0,1,1,0,0,0,1,3,5.0,126
0.0,1.0,1,1,0,0,1,1,3,5722.0,87332
0.0,1.0,1,0,0,0,3,1,0,98.0,627
1.0,0.0,1,1,0,0,4,0,2,15.0,200
1.0,0.0,1,1,0,0,3,1,2,1026.0,5210
0.0,1.0,1,0,0,0,2,0,0,46.0,192
1.0,0.0,0,0,0,1,4,1,3,30.0,103
0.0,1.0,0,0,0,2,0,0,2,23.0,39
1.0,0.0,1,1,0,0,1,0,4,165.0,1892
0.0,1.0,1,1,0,0,1,0,2,68.0,349
1.0,0.0,1,0,0,0,2,1,2,22.0,60
0.0,1.0,1,0,0,0,0,0,2,23.0,70
0.0,1.0,1,1,0,0,2,1,0,22.0,839
1.0,0.0,1,1,0,0,2,0,2,758.0,6788
1.0,0.0,1,1,1,0,4,1,0,161.0,2320
0.0,1.0,1,1,0,0,3,1,1,482.0,2054
0.0,1.0,1,0,0,0,1,1,5,5.0,133
0.0,1.0,1,0,0,0,1,1,5,4.0,176
0.0,1.0,1,1,0,0,1,1,2,116.0,846
1.0,0.0,1,1,1,0,2,0,4,3164.0,271985
1.0,0.0,1,1,1,0,4,1,0,1206.0,32104
0.0,1.0,1,0,0,0,2,0,2,289.0,1273
1.0,0.0,1,1,1,0,2,1,2,453.0,45087
1.0,0.0,1,1,1,0,2,1,1,1809.0,94166
1.0,0.0,1,1,0,0,4,1,0,113.0,4022
1.0,0.0,1,1,0,0,2,1,2,304.0,1634
1.0,0.0,1,1,0,0,4,1,2,40.0,1075
0.0,1.0,1,1,0,0,0,0,2,207.0,1177
1.0,0.0,1,1,0,0,1,0,3,31.0,312
0.0,1.0,1,1,0,0,1,0,1,5.0,354
0.0,1.0,1,0,0,0,0,0,4,884.0,919
1.0,0.0,1,1,1,0,4,1,2,804.0,5815
1.0,0.0,1,1,0,0,4,0,1,204.0,7478
0.0,1.0,0,0,0,1,2,0,0,4.0,42
1.0,0.0,0,0,0,4,2,0,5,186.0,1187
1.0,0.0,0,0,0,1,0,0,5,5.0,7
1.0,0.0,1,1,0,0,2,0,3,673.0,4206
0.0,1.0,1,1,1,0,1,1,2,389.0,20661
0.0,1.0,1,0,0,0,3,1,3,42.0,1443
1.0,0.0,1,1,0,0,4,1,2,731.0,20509
1.0,0.0,1,1,0,0,4,1,0,6.0,244
0.0,1.0,1,1,1,0,1,0,3,91.0,10790
0.0,1.0,1,1,0,0,1,0,3,16.0,361
0.0,1.0,1,0,0,0,2,1,3,14.0,22
1.0,0.0,1,1,0,0,2,0,5,4.0,65
0.0,1.0,1,1,0,0,2,1,2,5.0,7
1.0,0.0,1,1,1,0,2,0,3,6643.0,48042
1.0,0.0,1,1,1,0,3,0,4,373.0,15404
0.0,1.0,1,0,0,0,0,0,4,307.0,748
0.0,1.0,0,0,0,1,2,0,3,5.0,42
1.0,0.0,1,1,0,0,2,1,3,104.0,256
1.0,0.0,1,1,0,0,2,1,0,16.0,192
0.0,1.0,1,1,0,0,1,0,2,3.0,28
0.0,1.0,1,1,0,0,1,1,2,896.0,2910
0.0,1.0,1,0,1,0,4,0,0,11847.0,71135
1.0,0.0,1,1,1,0,4,1,1,9320.0,329236
1.0,0.0,1,0,1,0,4,1,1,992.0,37504
1.0,0.0,1,1,1,0,2,0,3,139.0,3318
1.0,0.0,1,1,0,0,4,1,2,125.0,2502
0.0,1.0,1,0,0,0,2,0,2,31.0,104
0.0,1.0,0,0,0,1,2,0,3,88.0,165
0.0,1.0,1,1,1,0,2,1,0,1122.0,145119
0.0,1.0,1,0,0,0,1,1,3,17.0,651
0.0,1.0,1,0,0,0,2,0,0,85.0,248
0.0,1.0,1,1,1,0,2,0,2,13.0,1884
0.0,1.0,1,1,0,0,0,0,3,43.0,104
1.0,0.0,1,0,0,0,3,1,2,1057.0,8003
0.0,1.0,1,1,0,0,1,0,0,2.0,37
1.0,0.0,1,1,1,0,4,1,2,1019.0,29519
0.0,1.0,1,1,1,0,2,1,0,871.0,92251
1.0,0.0,1,1,1,0,3,1,0,273.0,14555
1.0,0.0,1,1,1,0,2,1,1,4516.0,619509
1.0,0.0,1,1,0,0,4,0,0,40.0,85
1.0,0.0,1,1,1,0,3,0,1,320.0,12099
0.0,1.0,1,1,0,0,1,0,3,95.0,302
1.0,0.0,1,1,0,0,4,1,4,54.0,361
0.0,1.0,1,1,0,0,1,0,4,10.0,90
0.0,1.0,1,1,0,0,2,1,3,392.0,16598
0.0,1.0,0,0,0,1,2,0,4,4.0,28
1.0,0.0,1,1,0,0,2,1,0,24.0,174
1.0,0.0,0,0,0,1,2,0,4,6.0,161
0.0,1.0,1,1,1,0,2,1,3,216.0,15343
0.0,1.0,1,0,1,0,2,1,4,122.0,24739
1.0,0.0,1,1,0,0,4,1,1,5.0,402
0.0,1.0,1,1,0,0,0,0,0,84.0,5483
0.0,1.0,1,0,0,0,2,1,3,16.0,160
1.0,0.0,1,1,0,0,1,0,5,3.0,211
0.0,1.0,1,1,1,0,0,1,4,1133.0,17021
0.0,1.0,1,1,0,0,2,1,1,60.0,1514
1.0,0.0,1,1,1,0,3,0,2,932.0,30769
1.0,0.0,0,0,0,2,2,0,2,2313.0,24251
0.0,1.0,1,0,0,0,1,0,3,48.0,160
1.0,0.0,1,1,0,0,4,1,2,516.0,4107
1.0,0.0,1,1,1,0,2,1,2,808.0,6436
0.0,1.0,1,0,0,0,2,0,1,247.0,606
1.0,0.0,1,1,0,0,2,1,0,2763.0,31508
1.0,0.0,1,1,1,0,2,1,4,70.0,1604
0.0,1.0,1,1,1,0,1,1,3,3314.0,26075
1.0,0.0,1,1,0,0,2,1,0,78.0,131
0.0,1.0,1,0,0,0,3,0,3,279.0,685
0.0,1.0,1,1,0,0,2,1,4,32.0,241
0.0,1.0,1,1,1,0,3,1,4,86.0,10891
1.0,0.0,1,1,1,0,3,1,0,711.0,10750
1.0,0.0,1,1,0,0,2,1,3,531.0,1422
0.0,1.0,1,1,0,0,1,0,2,3.0,33
0.0,1.0,1,0,0,0,3,0,3,0.0,5
1.0,0.0,1,1,0,0,2,0,1,9.0,41
1.0,0.0,1,1,1,0,2,0,4,1951.0,17475
1.0,0.0,1,1,1,0,2,0,0,324.0,7602
0.0,1.0,1,0,0,0,2,1,2,365.0,415
0.0,1.0,1,1,0,0,0,0,3,105.0,376
1.0,0.0,1,1,1,0,4,1,0,674.0,38045
0.0,1.0,1,1,0,0,2,1,1,12.0,891
1.0,0.0,1,1,1,0,2,1,0,186.0,4163
1.0,0.0,1,1,0,0,3,0,2,413.0,2959
0.0,1.0,1,1,0,0,3,1,2,509.0,5114
1.0,0.0,1,1,0,0,4,1,0,312.0,2911
0.0,1.0,1,0,1,0,2,1,3,479.0,7676
0.0,1.0,1,1,0,0,0,1,4,13.0,246
0.0,1.0,1,0,0,0,0,1,0,19.0,106
1.0,0.0,1,1,0,0,4,1,3,271.0,789
0.0,1.0,1,1,0,0,1,0,0,769.0,5229
1.0,0.0,1,1,1,0,2,1,4,76.0,2531
1.0,0.0,1,1,0,0,2,1,2,273.0,4380
1.0,0.0,1,1,0,0,3,1,0,74.0,2536
1.0,0.0,1,0,0,0,4,1,2,134.0,4075
0.0,1.0,1,1,1,0,1,0,0,167.0,22466
1.0,0.0,1,1,0,0,4,1,2,987.0,6191
1.0,0.0,0,0,0,2,2,0,5,315.0,1695
0.0,1.0,1,0,0,0,2,0,1,2.0,360
1.0,0.0,1,0,1,0,3,1,0,3040.0,103997
0.0,1.0,1,1,1,0,1,0,4,18.0,773
1.0,0.0,1,1,1,0,3,0,2,392.0,29467
1.0,0.0,1,1,1,0,2,1,1,225.0,11932
0.0,1.0,0,0,0,1,2,0,1,29.0,89
0.0,1.0,1,1,0,0,0,0,3,3.0,205
0.0,1.0,1,1,0,0,2,1,3,31.0,1354
1.0,0.0,1,1,0,0,4,1,1,29.0,1742
0.0,1.0,1,0,0,0,2,1,5,12.0,166
1.0,0.0,1,1,1,0,3,1,0,1433.0,31720
0.0,1.0,1,1,1,0,2,1,1,2387.0,15872
1.0,0.0,1,1,1,0,4,0,0,1367.0,16932
1.0,0.0,1,1,0,0,2,1,0,933.0,21180
1.0,0.0,1,1,0,0,3,0,0,21.0,57
0.0,1.0,1,1,0,0,0,0,5,35.0,2177
0.0,1.0,1,1,0,0,0,0,4,4.0,1472
1.0,0.0,1,1,0,0,4,1,3,52.0,10548
1.0,0.0,1,1,1,0,2,0,1,215.0,20393
1.0,0.0,1,1,1,0,2,1,2,331.0,36106
0.0,1.0,1,1,1,0,2,1,3,252.0,4075
1.0,0.0,1,1,0,0,2,1,2,136.0,1082
0.0,1.0,1,1,0,0,0,0,3,1.0,141
1.0,0.0,1,1,1,0,2,1,4,586.0,20583
1.0,0.0,1,1,0,0,2,0,4,5.0,717
1.0,0.0,1,1,1,0,4,1,2,2424.0,491568
0.0,1.0,1,0,1,0,1,0,2,966.0,32801
0.0,1.0,1,0,0,0,0,1,0,9.0,65
0.0,1.0,1,1,0,0,1,0,5,116.0,3859
1.0,0.0,1,1,1,0,3,0,0,8461.0,290512
0.0,1.0,1,0,0,0,0,0,0,7.0,37
0.0,1.0,1,1,0,0,2,0,0,113.0,5401
0.0,1.0,1,1,1,0,1,0,5,91.0,8514
0.0,1.0,0,0,0,2,1,0,2,2.0,11
0.0,1.0,1,1,0,0,1,1,3,32.0,1112
0.0,1.0,0,0,0,3,0,0,1,3.0,7
1.0,0.0,1,1,0,0,3,1,2,174.0,808
0.0,1.0,1,0,1,0,1,0,2,1511.0,768246
1.0,0.0,1,1,0,0,1,1,2,16.0,36
1.0,0.0,1,1,0,0,4,1,1,229.0,6633
0.0,1.0,1,1,0,0,0,0,5,82.0,2613
1.0,0.0,1,1,1,0,3,1,2,70.0,5188
0.0,1.0,1,1,0,0,2,0,2,82.0,828
1.0,0.0,1,1,1,0,4,0,2,1559.0,12801
0.0,1.0,1,1,0,0,0,0,4,175.0,392
1.0,0.0,1,1,1,0,3,1,0,25.0,1555
1.0,0.0,1,0,1,0,2,1,0,1950.0,38504
1.0,0.0,1,1,1,0,3,1,0,2475.0,103111
1.0,0.0,1,1,1,0,2,0,1,238.0,34120
0.0,1.0,1,0,0,0,2,1,2,246.0,251
0.0,1.0,1,1,0,0,2,1,2,26.0,246
1.0,0.0,1,0,0,0,3,1,2,1572.0,17222
1.0,0.0,1,1,1,0,3,0,3,2980.0,11813
0.0,1.0,1,0,0,0,1,1,4,692.0,770
0.0,1.0,0,0,0,1,2,0,4,14.0,48
0.0,1.0,0,0,0,1,2,0,3,5.0,12
1.0,0.0,1,0,1,0,2,1,2,1076.0,11337
1.0,0.0,1,1,0,0,4,0,4,38.0,2073
1.0,0.0,1,1,1,0,4,1,1,1772.0,22264
0.0,1.0,1,0,0,0,2,0,0,267.0,462
0.0,1.0,1,1,0,0,1,0,4,4.0,171
0.0,1.0,1,0,0,0,1,1,3,55.0,179
1.0,0.0,1,0,0,0,2,0,1,55.0,687
0.0,1.0,1,1,0,0,2,1,5,15.0,214
0.0,1.0,1,1,0,0,1,0,4,9.0,5321
1.0,0.0,1,1,1,0,4,1,3,6085.0,126127
1.0,0.0,1,1,1,0,2,0,2,160.0,19371
1.0,0.0,1,1,0,0,3,0,2,164.0,903
0.0,1.0,1,0,0,0,2,0,2,41.0,73
1.0,0.0,1,1,1,0,2,0,1,981.0,39677
1.0,0.0,1,1,1,0,4,1,0,635.0,6902
1.0,0.0,1,1,0,0,2,1,1,29.0,416
1.0,0.0,1,1,1,0,3,1,3,795.0,52467
1.0,0.0,1,1,1,0,3,0,3,118.0,6268
0.0,1.0,1,0,0,0,0,1,1,12.0,522
0.0,1.0,0,0,0,1,2,0,5,10.0,25
1.0,0.0,1,1,0,0,4,0,1,13.0,581
0.0,1.0,1,0,0,0,4,1,5,4.0,14
1.0,0.0,1,1,1,0,2,1,0,556.0,2566
0.0,1.0,1,1,0,0,1,0,3,25.0,43
0.0,1.0,1,1,1,0,2,0,2,51.0,6368
0.0,1.0,1,0,0,0,4,1,3,56.0,1388
0.0,1.0,1,1,0,0,0,1,5,1842.0,13332
0.0,1.0,1,1,0,0,1,0,2,4.0,10
1.0,0.0,1,0,0,0,2,0,2,3.0,12
0.0,1.0,1,1,0,0,1,0,5,65.0,455
1.0,0.0,1,1,0,0,2,0,2,38.0,403
1.0,0.0,1,1,0,0,2,0,0,457.0,12630
0.0,1.0,1,1,1,0,2,0,0,203.0,2178
0.0,1.0,1,0,0,0,2,1,0,8.0,14
0.0,1.0,0,0,0,1,0,0,2,5.0,6
0.0,1.0,1,0,0,0,4,1,2,304.0,839
1.0,0.0,1,1,1,0,2,1,4,1618.0,49603
1.0,0.0,1,1,0,0,3,1,0,13.0,964
0.0,1.0,1,1,0,0,1,0,4,8.0,114
1.0,0.0,1,1,1,0,1,0,0,95.0,3084
0.0,1.0,1,1,0,0,1,0,3,4.0,2256
0.0,1.0,0,0,0,1,2,0,4,7.0,37
0.0,1.0,1,0,0,0,1,1,1,14.0,17
0.0,1.0,1,1,0,0,1,0,0,182.0,578
0.0,1.0,1,1,0,0,1,0,3,20.0,357
0.0,1.0,1,0,0,0,2,1,3,21.0,32
0.0,1.0,1,0,0,0,2,1,4,23.0,26
1.0,0.0,1,1,0,0,2,1,2,8.0,165
0.0,1.0,1,0,1,0,3,1,1,967.0,49234
1.0,0.0,1,1,0,0,2,0,3,7.0,451
1.0,0.0,0,0,0,3,4,0,0,16.0,51
1.0,0.0,1,1,1,0,3,0,2,1673.0,44248
1.0,0.0,1,1,0,0,3,1,2,218.0,2536
1.0,0.0,0,0,0,1,1,0,4,12.0,34
1.0,0.0,1,1,0,0,2,0,3,6.0,223
1.0,0.0,1,1,1,0,4,1,2,11338.0,214286
0.0,1.0,0,0,0,1,3,0,3,1.0,445
1.0,0.0,1,1,0,0,3,1,2,34.0,745
1.0,0.0,1,1,0,0,3,1,4,39.0,289
0.0,1.0,1,0,0,0,4,0,4,2.0,7
1.0,0.0,0,1,0,1,4,0,5,68.0,1508
1.0,0.0,1,0,0,0,4,1,2,6092.0,104211
1.0,0.0,1,0,0,0,3,1,2,459.0,9479
1.0,0.0,1,1,1,0,4,1,2,502.0,33945
0.0,1.0,1,0,0,0,2,0,2,84.0,798
1.0,0.0,0,0,0,4,4,0,1,70.0,335
0.0,1.0,0,0,0,3,1,0,5,2.0,5
0.0,1.0,1,0,0,0,2,1,3,114.0,258
1.0,0.0,1,1,1,0,4,0,1,168.0,1469
0.0,1.0,1,1,0,0,1,0,2,35.0,392
0.0,1.0,1,1,0,0,1,1,4,44.0,3160
1.0,0.0,1,1,1,0,4,1,0,2540.0,39894
1.0,0.0,1,1,0,0,3,1,3,50.0,668
1.0,0.0,1,1,1,0,4,0,3,73.0,1712
0.0,1.0,1,0,0,0,1,0,0,56.0,293
0.0,1.0,1,1,0,0,0,0,1,8.0,741
1.0,0.0,1,1,1,0,2,0,2,15.0,226
0.0,1.0,1,0,0,0,1,1,3,9.0,39
0.0,1.0,1,1,0,0,1,0,3,97.0,920
0.0,1.0,1,0,0,0,2,1,2,34.0,64
1.0,0.0,1,1,1,0,4,1,1,256.0,15722
1.0,0.0,1,1,1,0,2,0,1,101.0,8510
0.0,1.0,1,0,0,0,2,1,2,116.0,375
1.0,0.0,1,0,0,0,4,1,0,142.0,9825
1.0,0.0,1,0,1,0,4,1,0,13811.0,592912
0.0,1.0,1,0,0,0,2,1,4,636.0,5977
0.0,1.0,1,1,0,0,2,0,2,208.0,559
1.0,0.0,1,1,0,0,4,1,2,464.0,5956
1.0,0.0,1,1,0,0,4,0,3,237.0,6320
1.0,0.0,1,1,1,0,2,0,4,218.0,27825
0.0,1.0,1,0,0,0,2,1,3,8.0,60
1.0,0.0,1,1,0,0,2,1,2,72.0,4204
0.0,1.0,1,0,1,0,2,0,2,399.0,4657
0.0,1.0,0,0,0,1,2,0,3,13.0,57
0.0,1.0,1,0,1,0,3,0,3,661.0,7979
1.0,0.0,1,1,0,0,1,0,0,13.0,78
1.0,0.0,1,1,1,0,2,1,2,304.0,67801
0.0,1.0,1,0,0,0,1,1,2,153.0,6315
0.0,1.0,1,0,0,0,2,1,4,57.0,270
1.0,0.0,1,1,1,0,4,1,2,380.0,10515
1.0,0.0,1,1,0,0,2,0,4,11.0,349
0.0,1.0,1,1,0,0,1,1,1,9.0,309
1.0,0.0,1,1,1,0,3,1,0,993.0,71549
0.0,1.0,0,0,0,1,2,0,2,7.0,39
1.0,0.0,1,1,0,0,3,1,3,75.0,1672
0.0,1.0,1,1,0,0,2,1,4,2.0,32
1.0,0.0,1,1,1,0,3,0,1,140.0,3598
1.0,0.0,1,1,0,0,1,1,1,27.0,37
0.0,1.0,1,0,0,0,4,1,1,601.0,6947
1.0,0.0,1,0,0,0,3,0,4,13.0,376
0.0,1.0,1,1,1,0,2,0,3,23.0,4278
1.0,0.0,1,1,1,0,4,1,2,308.0,10146
1.0,0.0,1,1,1,0,2,0,1,6.0,1360
1.0,0.0,1,1,0,0,2,1,4,41.0,720
1.0,0.0,1,1,1,0,2,0,3,48.0,4818
0.0,1.0,1,1,1,0,1,1,3,272.0,38740
1.0,0.0,1,1,1,0,4,0,3,84.0,3064
1.0,0.0,1,1,0,0,3,1,4,7.0,126
0.0,1.0,1,1,0,0,0,0,3,60.0,243
1.0,0.0,0,0,0,3,4,0,2,3.0,97
1.0,0.0,1,0,0,0,4,0,2,4.0,6
1.0,0.0,0,0,0,2,3,0,5,93.0,332
0.0,1.0,1,1,0,0,1,0,4,7.0,59
0.0,1.0,1,1,0,0,1,0,1,874.0,2815
1.0,0.0,1,0,0,0,2,0,3,2.0,60
1.0,0.0,1,1,0,0,2,0,5,16.0,71
0.0,1.0,1,1,0,0,1,0,0,58.0,462
0.0,1.0,1,1,0,0,0,0,3,285.0,752
1.0,0.0,1,0,1,0,4,1,0,1504.0,27236
1.0,0.0,1,1,1,0,4,1,3,1133.0,197459
1.0,0.0,1,1,1,0,4,0,1,541.0,17640
1.0,0.0,1,1,0,0,4,1,2,1.0,66
0.0,1.0,1,1,0,0,2,1,3,42.0,1694
0.0,1.0,1,1,1,0,2,1,0,532.0,5563
1.0,0.0,1,0,0,0,1,1,2,26.0,27
1.0,0.0,1,1,0,0,4,0,2,17.0,558
1.0,0.0,1,1,0,0,2,0,0,102.0,349
1.0,0.0,1,1,0,0,4,0,2,1.0,7
0.0,1.0,1,1,0,0,1,0,3,286.0,1087
1.0,0.0,1,1,1,0,2,1,0,968.0,6237
1.0,0.0,1,1,1,0,3,0,2,99.0,2510
0.0,1.0,1,0,0,0,2,1,3,252.0,5388
1.0,0.0,1,1,0,0,2,0,1,42.0,649
0.0,1.0,1,0,0,0,0,1,1,139.0,452
1.0,0.0,1,1,0,0,3,1,4,184.0,758
0.0,1.0,1,0,0,0,2,1,2,10.0,11
0.0,1.0,0,0,0,1,2,0,0,13.0,25
0.0,1.0,1,1,0,0,2,1,4,34.0,161
0.0,1.0,1,1,1,0,0,0,4,120.0,7996
1.0,0.0,1,1,1,0,2,1,0,143.0,17149
1.0,0.0,0,0,0,2,4,0,3,60.0,231
1.0,0.0,1,0,1,0,4,1,1,328.0,23523
1.0,0.0,1,1,0,0,4,1,0,266.0,1555
1.0,0.0,1,1,1,0,2,1,0,1049.0,8402
0.0,1.0,0,0,0,1,2,0,1,29.0,127
0.0,1.0,1,0,0,0,0,1,0,1.0,5
0.0,1.0,1,1,0,0,1,0,3,7.0,47
0.0,1.0,1,0,0,0,1,1,3,6.0,304
1.0,0.0,1,1,0,0,3,1,3,1025.0,5240
0.0,1.0,1,0,0,0,4,1,2,331.0,754
0.0,1.0,1,0,0,0,2,1,2,100.0,1454
1.0,0.0,0,0,0,1,2,1,4,12.0,800
0.0,1.0,1,1,0,0,2,0,5,63.0,642
0.0,1.0,1,1,0,0,0,0,2,4.0,68
1.0,0.0,1,1,0,0,3,1,2,80.0,412
0.0,1.0,1,1,0,0,2,1,2,178.0,584
1.0,0.0,1,1,0,0,1,0,3,24.0,310
1.0,0.0,0,0,0,1,2,0,2,41.0,274
1.0,0.0,1,1,0,0,4,0,0,13.0,773
1.0,0.0,1,1,0,0,4,0,2,14.0,184
1.0,0.0,1,1,1,0,4,1,0,351.0,7729
0.0,1.0,1,0,0,0,2,0,4,407.0,482
1.0,0.0,1,1,1,0,2,1,2,289.0,175228
1.0,0.0,0,0,0,1,1,0,1,3.0,10
1.0,0.0,1,1,0,0,3,1,0,441.0,12764
0.0,1.0,1,1,0,0,2,0,3,26.0,968
0.0,1.0,1,0,0,0,1,0,5,15.0,32
0.0,1.0,1,1,0,0,1,0,3,5.0,136
0.0,1.0,1,1,0,0,2,0,0,78.0,476
0.0,1.0,1,1,1,0,2,0,2,44.0,3920
0.0,1.0,1,1,0,0,4,0,5,40.0,1167
1.0,0.0,1,1,1,0,3,1,2,452.0,60224
1.0,0.0,1,1,1,0,2,1,0,2829.0,43493
1.0,0.0,1,1,1,0,2,0,5,1488.0,101002
1.0,0.0,1,1,0,0,2,1,0,21.0,258
1.0,0.0,1,1,1,0,4,1,2,302.0,7971
0.0,1.0,1,0,0,0,1,0,3,28.0,152
1.0,0.0,1,1,1,0,3,0,1,63.0,3533
1.0,0.0,1,1,0,0,1,0,3,23.0,543
0.0,1.0,1,1,1,0,4,1,0,407.0,51745
0.0,1.0,1,0,0,0,4,1,0,22.0,42
1.0,0.0,1,0,0,0,4,1,3,250.0,16089
1.0,0.0,1,1,1,0,3,0,1,842.0,138771
0.0,1.0,0,0,0,1,2,0,3,13.0,50
0.0,1.0,1,1,0,0,0,0,3,0.0,130
0.0,1.0,1,1,0,0,1,0,3,27.0,652
1.0,0.0,1,0,0,0,2,0,2,43.0,57
0.0,1.0,1,1,0,0,2,1,3,242.0,9774
1.0,0.0,1,1,1,0,4,1,0,831.0,23157
0.0,1.0,1,0,0,0,2,0,3,59.0,164
1.0,0.0,0,0,0,3,4,0,0,80.0,307
0.0,1.0,1,1,0,0,1,0,2,272.0,762
1.0,0.0,1,1,0,0,2,1,4,10.0,157
1.0,0.0,1,1,1,0,4,1,2,284.0,3825
1.0,0.0,1,1,0,0,4,1,0,26.0,68
0.0,1.0,1,0,0,0,4,1,5,5431.0,6305
0.0,1.0,1,1,0,0,1,0,3,184.0,2406
0.0,1.0,1,0,1,0,2,0,2,667.0,837918
0.0,1.0,0,0,0,1,2,0,3,4.0,11
0.0,1.0,0,0,0,1,1,0,1,4.0,17
0.0,1.0,0,0,0,2,0,0,0,18.0,115
1.0,0.0,1,1,1,0,4,1,2,656.0,14479
0.0,1.0,1,1,0,0,0,0,5,2.0,86
1.0,0.0,1,1,0,0,3,1,0,276.0,6340
0.0,1.0,0,0,0,1,2,0,3,5.0,60
0.0,1.0,1,0,0,0,2,0,3,83.0,326
1.0,0.0,1,1,1,0,3,1,5,297.0,25825
1.0,0.0,1,0,0,0,2,1,0,33.0,173
1.0,0.0,1,0,0,0,3,1,1,1006.0,34435
1.0,0.0,1,1,0,0,2,0,0,65.0,1179
0.0,1.0,1,1,0,0,2,1,5,23.0,766
0.0,1.0,1,1,0,0,2,1,0,62.0,1606
1.0,0.0,1,1,1,0,2,1,3,176.0,4229
0.0,1.0,0,0,0,2,1,0,3,27.0,96
1.0,0.0,0,0,0,1,2,0,3,15.0,104
0.0,1.0,1,0,1,0,4,0,3,131.0,61528
0.0,1.0,1,1,0,0,3,0,0,34.0,708
1.0,0.0,1,1,1,0,3,1,0,1164.0,17728
0.0,1.0,1,1,0,0,3,0,3,12.0,172
0.0,1.0,0,0,0,2,2,0,1,17.0,39
1.0,0.0,1,0,0,0,2,1,1,3.0,36
1.0,0.0,1,1,0,0,4,1,0,74.0,823
1.0,0.0,1,1,1,0,3,1,3,994.0,44112
1.0,0.0,1,1,0,0,2,1,1,808.0,7476
1.0,0.0,1,1,0,0,2,0,3,764.0,2735
0.0,1.0,1,1,1,0,2,1,3,537.0,42295
0.0,1.0,1,1,0,0,1,1,5,3.0,181
1.0,0.0,1,0,0,0,2,1,3,5.0,37
0.0,1.0,1,1,0,0,2,0,4,289.0,2216
1.0,0.0,1,1,1,0,4,1,2,533.0,7488
0.0,1.0,1,0,0,0,1,0,2,23.0,100
0.0,1.0,1,0,0,0,1,1,0,45.0,1168
0.0,1.0,1,0,0,0,4,1,2,5.0,70
0.0,1.0,1,0,0,0,4,0,2,17.0,79
1.0,0.0,1,1,1,0,3,0,3,28.0,1049
0.0,1.0,1,0,1,0,2,0,2,1598.0,44395
0.0,1.0,1,1,1,0,2,1,0,44.0,3385
0.0,1.0,1,1,1,0,1,0,1,1182.0,27879
